[L]# 06:26:59-225  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-225  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-226  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-226  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-227  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-227  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-228  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-228  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-229  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-229  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-229  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-230  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-230  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-230  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-231  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-231  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-232  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:26:59-232  ThreadID:1 >> Red主城减少了-200血,还剩5780血量
[L]# 06:26:59-233  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:26:59-233  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-234  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-235  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-235  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-236  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-236  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-236  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-236  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-237  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-238  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-238  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-238  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-239  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-240  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-240  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-240  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-241  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-241  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-242  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-242  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-243  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-243  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-243  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-244  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-244  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-245  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-245  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-246  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-247  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-247  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-247  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-248  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-249  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-249  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-250  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-250  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-250  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-251  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-251  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-251  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-252  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-253  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-254  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-254  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-255  ThreadID:1 >> 收到一个士兵死亡的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-256  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，Red方的士兵死亡，类型为Unit_zs_2
[L]# 06:26:59-256  ThreadID:1 >> acSNVF房间移除了Red阵营的Unit_zs_2士兵
[L]# 06:26:59-257  ThreadID:1 >> 向acSNVF房间 发送了移除士兵的数据
[L]# 06:26:59-296  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-296  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:26:59-296  ThreadID:1 >> Red主城减少了-30血,还剩5750血量
[L]# 06:26:59-297  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:26:59-419  ThreadID:1 >> 收到一个心跳包， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 ，目前还有2个玩家在线
[L]# 06:26:59-420  ThreadID:1 >> 更新5aaa0617-78de-485d-9a70-147e5e9c2647心跳一次
[L]# 06:26:59-556  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-557  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:26:59-557  ThreadID:1 >> Red主城减少了-30血,还剩5720血量
[L]# 06:26:59-557  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:26:59-588  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-588  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:26:59-589  ThreadID:1 >> Red主城减少了-60血,还剩5660血量
[L]# 06:26:59-589  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:26:59-619  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-619  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:26:59-619  ThreadID:1 >> Red主城减少了-60血,还剩5600血量
[L]# 06:26:59-620  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:26:59-650  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-651  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:26:59-651  ThreadID:1 >> Red主城减少了-200血,还剩5400血量
[L]# 06:26:59-651  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:26:59-681  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-682  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:26:59-682  ThreadID:1 >> Red主城减少了-200血,还剩5200血量
[L]# 06:26:59-682  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:26:59-712  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-714  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:26:59-714  ThreadID:1 >> Red主城减少了-200血,还剩5000血量
[L]# 06:26:59-714  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:26:59-743  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:26:59-743  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:26:59-744  ThreadID:1 >> Red主城减少了-30血,还剩4970血量
[L]# 06:26:59-744  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:00-039  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:00-040  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:00-040  ThreadID:1 >> Red主城减少了-60血,还剩4910血量
[L]# 06:27:00-041  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:00-116  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:00-116  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:00-117  ThreadID:1 >> Red主城减少了-200血,还剩4710血量
[L]# 06:27:00-117  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:00-208  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:00-209  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:00-209  ThreadID:1 >> Red主城减少了-200血,还剩4510血量
[L]# 06:27:00-209  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:00-240  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:00-241  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:00-241  ThreadID:1 >> Red主城减少了-200血,还剩4310血量
[L]# 06:27:00-241  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:00-285  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:00-286  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:00-286  ThreadID:1 >> Red主城减少了-200血,还剩4110血量
[L]# 06:27:00-286  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:00-613  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:00-613  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:00-614  ThreadID:1 >> Red主城减少了-30血,还剩4080血量
[L]# 06:27:00-614  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:00-723  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:00-724  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:00-724  ThreadID:1 >> Red主城减少了-200血,还剩3880血量
[L]# 06:27:00-725  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:00-755  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:00-755  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:00-756  ThreadID:1 >> Red主城减少了-200血,还剩3680血量
[L]# 06:27:00-756  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:01-143  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:01-144  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:01-144  ThreadID:1 >> Red主城减少了-60血,还剩3620血量
[L]# 06:27:01-145  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:01-236  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:01-237  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:01-237  ThreadID:1 >> Red主城减少了-200血,还剩3420血量
[L]# 06:27:01-237  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:01-267  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:01-268  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:01-268  ThreadID:1 >> 进行到最终段
[L]# 06:27:01-268  ThreadID:1 >> Red主城进行到最终段
[L]# 06:27:01-269  ThreadID:1 >> Red主城减少了-200血,还剩3220血量
[L]# 06:27:01-269  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:01-596  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:01-597  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:01-597  ThreadID:1 >> Red主城减少了-30血,还剩3190血量
[L]# 06:27:01-598  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:01-627  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:01-628  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:01-628  ThreadID:1 >> Red主城减少了-30血,还剩3160血量
[L]# 06:27:01-629  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:01-658  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:01-658  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:01-659  ThreadID:1 >> Red主城减少了-200血,还剩2960血量
[L]# 06:27:01-659  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:03-171  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:03-171  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:03-172  ThreadID:1 >> Red主城减少了-60血,还剩2900血量
[L]# 06:27:03-172  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:03-611  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:03-612  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:03-612  ThreadID:1 >> Red主城减少了-30血,还剩2870血量
[L]# 06:27:03-612  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:03-643  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:03-643  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:03-643  ThreadID:1 >> Red主城减少了-30血,还剩2840血量
[L]# 06:27:03-644  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:03-673  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:03-674  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:03-674  ThreadID:1 >> Red主城减少了-200血,还剩2640血量
[L]# 06:27:03-674  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:03-738  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:03-739  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:03-739  ThreadID:1 >> Red主城减少了-200血,还剩2440血量
[L]# 06:27:03-739  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:04-080  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:04-081  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:04-081  ThreadID:1 >> Red主城减少了-60血,还剩2380血量
[L]# 06:27:04-081  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:04-111  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:04-112  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:04-112  ThreadID:1 >> Red主城减少了-200血,还剩2180血量
[L]# 06:27:04-113  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:04-298  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:04-299  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:04-299  ThreadID:1 >> Red主城减少了-230血,还剩1950血量
[L]# 06:27:04-300  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:04-345  ThreadID:1 >> 收到一个主城改变HP的请求， Id 为5aaa0617-78de-485d-9a70-147e5e9c2647 
[L]# 06:27:04-345  ThreadID:1 >> 客户端5aaa0617-78de-485d-9a70-147e5e9c2647，主城的掉血  阵营为Red
[L]# 06:27:04-346  ThreadID:1 >> Red主城减少了-30血,还剩1920血量
[L]# 06:27:04-346  ThreadID:1 >> 发送了减少Red主城血量的消息
[L]# 06:27:04-625  ThreadID:8 >> 点赞
[L]# 06:27:04-625  ThreadID:8 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:27:04-627  ThreadID:8 >> 积分池中添加了0分
[L]# 06:27:04-627  ThreadID:8 >> 美术程老师  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了3个了
[L]# 06:27:04-627  ThreadID:8 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:27:04-628  ThreadID:8 >> 目前红方有80个，蓝方有135个，本局积分136000
[L]# 06:27:04-628  ThreadID:8 >> 分发了礼物转换为士兵的消息
[L]# 06:27:04-629  ThreadID:8 >> 点赞
[L]# 06:27:04-629  ThreadID:8 >> Red方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:27:04-629  ThreadID:8 >> 积分池中添加了0分
[L]# 06:27:04-630  ThreadID:8 >> 奎托斯健身  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了3个了
[L]# 06:27:04-630  ThreadID:8 >> Red添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:27:04-630  ThreadID:8 >> 目前红方有85个，蓝方有135个，本局积分136000
[L]# 06:27:04-631  ThreadID:8 >> 分发了礼物转换为士兵的消息
[L]# 06:27:04-631  ThreadID:8 >> 点赞
[L]# 06:27:04-631  ThreadID:8 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:27:04-632  ThreadID:8 >> 积分池中添加了0分
[L]# 06:27:04-632  ThreadID:8 >> 风尘三侠  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了3个了
[L]# 06:27:04-632  ThreadID:8 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:27:04-633  ThreadID:8 >> 目前红方有85个，蓝方有140个，本局积分136000
[L]# 06:27:04-633  ThreadID:8 >> 分发了礼物转换为士兵的消息
[L]# 06:27:04-634  ThreadID:8 >> 点赞
[L]# 06:27:04-634  ThreadID:8 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:27:04-635  ThreadID:8 >> 积分池中添加了0分
[L]# 06:27:04-635  ThreadID:8 >> 淡然  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了3个了
[L]# 06:27:04-635  ThreadID:8 >> 淡然 创建 蒙恬 
[L]# 06:27:04-636  ThreadID:8 >> 已拥有武将，基类一颗将魂，回满生命值
[L]# 06:27:04-636  ThreadID:8 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:27:04-636  ThreadID:8 >> 目前红方有85个，蓝方有145个，本局积分136000
[L]# 06:27:04-637  ThreadID:8 >> 分发了礼物转换为士兵的消息
[L]# 06:27:04-637  ThreadID:8 >> 点赞
[L]# 06:27:04-638  ThreadID:8 >> Red方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:27:04-638  ThreadID:8 >> 积分池中添加了0分
[L]# 06:27:04-638  ThreadID:8 >> 张俊  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了8个了
[L]# 06:27:04-639  ThreadID:8 >> Red添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:27:04-639  ThreadID:8 >> 目前红方有90个，蓝方有145个，本局积分136000
[L]# 06:27:04-639  ThreadID:8 >> 分发了礼物转换为士兵的消息
[L]# 06:27:04-640  ThreadID:8 >> 点赞
[L]# 06:27:04-640  ThreadID:8 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:27:04-641  ThreadID:8 >> 积分池中添加了0分
[L]# 06:27:04-642  ThreadID:8 >> 春天在哪里  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了3个了
[L]# 06:27:04-643  ThreadID:8 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:27:04-643  ThreadID:8 >> 目前红方有90个，蓝方有150个，本局积分136000
[L]# 06:27:04-644  ThreadID:8 >> 分发了礼物转换为士兵的消息
[L]# 06:27:04-644  ThreadID:8 >> 点赞
[L]# 06:27:04-644  ThreadID:8 >> Red方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:27:04-645  ThreadID:8 >> 积分池中添加了0分
[L]# 06:27:04-645  ThreadID:8 >> 蔡丽珍  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了8个了
[L]# 06:27:04-645  ThreadID:8 >> Red添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:27:04-646  ThreadID:8 >> 目前红方有95个，蓝方有150个，本局积分136000
[L]# 06:27:04-646  ThreadID:8 >> 分发了礼物转换为士兵的消息
[L]# 06:27:04-647  ThreadID:8 >> 点赞
[L]# 06:27:04-647  ThreadID:8 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:27:04-647  ThreadID:8 >> 积分池中添加了0分
[L]# 06:27:04-648  ThreadID:8 >> 过节吃大蒜  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了3个了
[L]# 06:27:04-648  ThreadID:8 >> Blue添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:27:04-649  ThreadID:8 >> 目前红方有95个，蓝方有155个，本局积分136000
[L]# 06:27:04-649  ThreadID:8 >> 分发了礼物转换为士兵的消息
[L]# 06:27:04-649  ThreadID:8 >> 点赞
[L]# 06:27:04-650  ThreadID:8 >> Red方 添加了Unit_dzb_1 类型的兵种 存储了5个 
[L]# 06:27:04-650  ThreadID:8 >> 积分池中添加了0分
[L]# 06:27:04-650  ThreadID:8 >> Sky2002  刷了一个礼物 点赞  积分增加了0，这个礼物已经赠送了3个了
[L]# 06:27:04-651  ThreadID:8 >> Red添加了Unit_dzb_1，添加了5个，积分增加了0
[L]# 06:27:04-651  ThreadID:8 >> 目前红方有100个，蓝方有155个，本局积分136000
[L]# 06:27:04-652  ThreadID:8 >> 分发了礼物转换为士兵的消息
[L]# 06:27:04-652  ThreadID:8 >> 点赞
[L]# 06:27:04-652  ThreadID:8 >> Blue方 添加了Unit_dzb_1 类型的兵种 存储了5个 
